ID_PIVO,UMIDADE,TEMPERATURA,PH,N,P,K,ESTADO_BOMBA,CAPTURADO_EM
p3,78.9,18.52,5.58,73,79,16,OFF,2026-05-19 01:26:27
p3,66.95,15.5,4.1,83,79,90,OFF,2026-05-19 01:26:28
p2,68.3,23.66,5.74,49,35,77,OFF,2026-05-19 01:26:28
p2,53.94,34.25,5.77,61,11,68,OFF,2026-05-19 01:26:30
p3,80,16.91,4,44,90,68,OFF,2026-05-19 01:26:30
p3,63.93,27.88,7.57,13,73,75,ON,2026-05-19 01:26:32
p1,74.37,20.97,5.21,95,3,30,OFF,2026-05-19 01:26:33
p2,76.02,21.21,4.83,46,92,78,OFF,2026-05-19 01:26:35
p3,78.82,15.54,6.63,40,56,58,OFF,2026-05-19 01:26:41
p2,70.85,23.54,6.2,4,66,100,OFF,2026-05-19 01:26:46
p1,67.61,26.99,6.06,67,36,4,OFF,2026-05-19 01:26:47
p3,53.58,31.92,5.31,46,57,97,OFF,2026-05-19 01:26:48
p1,75.91,19.41,4,68,37,83,OFF,2026-05-19 01:26:49
p3,80,16.99,6.18,66,77,50,OFF,2026-05-19 01:26:51
p3,54.64,34.23,7.54,50,12,36,ON,2026-05-19 01:26:54
p3,59.86,31.96,7.16,10,31,39,ON,2026-05-19 01:26:58
p1,54.92,38.53,7.02,33,37,50,OFF,2026-05-19 01:26:59
p1,53,38.28,6.1,100,0,51,OFF,2026-05-19 01:27:02
p2,61.14,31.07,6.97,70,2,24,OFF,2026-05-19 01:27:04
p2,57.16,33.31,6.79,31,49,44,OFF,2026-05-19 01:27:05
p3,70.85,24.48,6.42,57,61,54,OFF,2026-05-19 01:27:05
p3,78.66,20.48,4.06,84,35,7,ON,2026-05-19 01:27:09
p1,65.92,26.11,5.87,25,22,14,OFF,2026-05-19 01:27:10
p2,73.92,22.04,4.96,29,79,100,OFF,2026-05-19 01:27:11
p3,56.96,35.49,6.99,66,50,90,OFF,2026-05-19 01:27:14
p2,77.55,15.81,5.84,6,98,33,OFF,2026-05-19 01:27:17
p1,48.4,37.13,5.5,38,81,82,OFF,2026-05-19 01:27:19
p1,80,20.5,4,54,79,4,OFF,2026-05-19 01:27:21
p1,53.95,32.26,6.54,52,60,31,ON,2026-05-19 01:27:23
p2,46.65,39.95,7.84,29,46,95,OFF,2026-05-19 01:27:28
p2,50.7,39.69,5.13,52,3,85,OFF,2026-05-19 01:27:31
p1,59.7,31.55,7.78,62,13,68,OFF,2026-05-19 01:27:33
p2,76.39,18.41,4,80,65,84,OFF,2026-05-19 01:27:34
p3,67.23,32.12,5.41,10,64,48,ON,2026-05-19 01:27:40
p3,77.52,23.56,4.19,10,78,52,OFF,2026-05-19 01:27:41
p1,64.09,33.68,6.59,23,6,1,OFF,2026-05-19 01:27:41
p1,61.6,25.91,7.52,51,46,76,OFF,2026-05-19 01:27:41
p1,41.61,39.96,4.01,18,77,19,OFF,2026-05-19 01:27:43
p2,80,21.88,6.29,85,4,40,OFF,2026-05-19 01:27:43
p3,79.66,15.15,4.6,90,46,31,OFF,2026-05-19 01:27:47
p3,69.28,27.46,4,88,3,76,OFF,2026-05-19 01:27:49
p1,61.61,26.83,4,69,31,90,OFF,2026-05-19 01:27:51
p1,72,24.88,5,77,46,29,OFF,2026-05-19 01:27:52
p1,60.41,30.38,4.69,63,100,19,OFF,2026-05-19 01:27:52
p3,77.73,23.47,6.66,32,84,57,OFF,2026-05-19 01:27:56
p2,62.37,28.43,7.07,1,21,41,OFF,2026-05-19 01:27:58
p1,75.53,15.88,5.35,15,52,52,OFF,2026-05-19 01:27:58
p2,69.4,25.18,5.28,71,63,90,ON,2026-05-19 01:28:02
p3,52.25,35.5,4.34,41,41,31,OFF,2026-05-19 01:28:03
p1,59.96,28.42,4,66,28,99,OFF,2026-05-19 01:28:08
p2,73.64,19.04,4,82,84,8,OFF,2026-05-19 01:28:09
p2,67.57,25.22,4.02,75,54,65,OFF,2026-05-19 01:28:09
p2,53.69,35.67,4.59,78,35,32,ON,2026-05-19 01:28:11
p2,78.8,16.73,5.34,11,80,49,OFF,2026-05-19 01:28:11
p2,47.3,32.37,5.03,75,93,3,ON,2026-05-19 01:28:12
p1,52.19,35.47,4.29,64,99,42,OFF,2026-05-19 01:28:14
p1,55.79,36.34,5.52,34,36,24,OFF,2026-05-19 01:28:14
p3,60.26,33.48,7.99,8,87,85,ON,2026-05-19 01:28:17
p2,70.41,23.65,4,37,82,19,OFF,2026-05-19 01:28:17
p1,60.11,23.82,8.21,17,15,62,OFF,2026-05-19 01:28:20
p3,69.47,27.94,6.06,57,85,41,OFF,2026-05-19 01:28:21
p3,66.61,25.27,4,51,29,22,OFF,2026-05-19 01:28:28
p3,77.34,16.9,4.87,8,1,24,OFF,2026-05-19 01:28:35
p3,73.55,28.93,5.08,56,20,33,OFF,2026-05-19 01:28:41
p1,68.5,23.69,5.16,97,11,48,OFF,2026-05-19 01:28:47
p3,53.22,37.82,5.66,4,84,58,OFF,2026-05-19 01:28:51
p1,48.55,39.38,7.4,48,9,82,OFF,2026-05-19 01:28:51
p3,51.97,37.69,7.42,48,75,81,OFF,2026-05-19 01:29:00
p1,54.46,36.15,4,41,83,15,OFF,2026-05-19 01:29:05
p2,73.7,23.56,4.77,66,48,5,ON,2026-05-19 01:29:06
p2,74.75,19.04,4.2,53,98,46,OFF,2026-05-19 01:29:08
p1,70.93,19.49,4.6,47,99,76,OFF,2026-05-19 01:29:12
p1,61.14,34.36,6.38,4,57,85,OFF,2026-05-19 01:29:14
p3,69.22,19.31,6.53,59,53,49,OFF,2026-05-19 01:29:17
p2,75.26,16.92,7.52,79,35,6,OFF,2026-05-19 01:29:21
p2,70.34,21.27,5.52,12,5,97,OFF,2026-05-19 01:29:25
p2,66.44,35.26,7.89,0,100,44,OFF,2026-05-19 01:29:25
p3,62.9,33.28,5.83,18,100,95,OFF,2026-05-19 01:29:28
p1,77.03,18.91,4,95,83,93,OFF,2026-05-19 01:29:31
p3,64.34,19.64,8.43,17,23,3,ON,2026-05-19 01:29:35
p2,67.16,27.6,4.46,88,50,52,OFF,2026-05-19 01:29:35
p3,80,16.72,5.52,65,16,10,OFF,2026-05-19 01:29:43
p1,52.85,38.15,4.16,80,81,84,OFF,2026-05-19 01:29:43
p2,69.35,19.79,6.82,81,75,67,ON,2026-05-19 01:29:44
p3,79.22,17.33,6.83,98,93,92,OFF,2026-05-19 01:29:46
p1,66.35,29.55,6.88,20,94,24,ON,2026-05-19 01:29:49
p3,48.82,39.42,4,75,10,36,OFF,2026-05-19 01:29:49
p3,49.32,29.66,4,88,36,86,ON,2026-05-19 01:29:50
p1,58.19,39.8,4.06,78,37,85,OFF,2026-05-19 01:29:52
p3,64.45,29.61,4,57,8,70,OFF,2026-05-19 01:29:52
p1,48.37,38.78,6.82,37,57,5,OFF,2026-05-19 01:29:53
p1,64.02,28.91,4,83,4,41,OFF,2026-05-19 01:29:53
p1,66.51,20.98,4.37,19,35,64,OFF,2026-05-19 01:30:00
p3,71.86,20.7,4.94,46,89,64,OFF,2026-05-19 01:30:02
p1,74.5,23.35,7.17,5,81,45,OFF,2026-05-19 01:30:13
p1,58.25,33.3,4,21,18,97,OFF,2026-05-19 01:30:17
p1,60.54,30.63,4,52,47,36,OFF,2026-05-19 01:30:18
p3,70.02,25.28,5.74,41,30,47,OFF,2026-05-19 01:30:20
p1,80,21.97,6.79,0,20,87,OFF,2026-05-19 01:30:21
p3,51.66,39.26,4,82,44,22,OFF,2026-05-19 01:30:23
p2,68.68,35.68,6.83,1,46,31,ON,2026-05-19 01:30:23
p2,62.94,25.74,4,86,81,88,OFF,2026-05-19 01:30:30
p2,76.06,17.89,4,66,76,95,OFF,2026-05-19 01:30:33
p2,64.61,34.32,6.69,10,57,78,OFF,2026-05-19 01:30:33
p3,79.09,17.11,7.18,2,49,6,OFF,2026-05-19 01:30:33
p1,67.3,29.94,4,34,46,81,OFF,2026-05-19 01:30:36
p2,65.93,27.15,6.53,50,69,29,OFF,2026-05-19 01:30:41
p2,66.36,22.81,6.14,86,65,78,OFF,2026-05-19 01:30:43
p2,48.53,38.6,7.96,28,8,6,OFF,2026-05-19 01:30:43
p2,47.16,39.55,4,49,3,55,OFF,2026-05-19 01:30:44
p3,80,15.78,4,71,41,49,OFF,2026-05-19 01:30:50
p1,67.95,22.03,7.35,81,3,85,OFF,2026-05-19 01:30:53
p2,60.55,32.81,5.96,39,56,6,OFF,2026-05-19 01:30:55
p1,76.93,16.98,5.44,28,5,69,OFF,2026-05-19 01:30:57
p1,57.01,36.79,4,78,85,8,OFF,2026-05-19 01:31:00
p1,67.66,25.43,5.87,64,41,23,OFF,2026-05-19 01:31:01
p1,61.25,32.65,5.67,60,94,99,OFF,2026-05-19 01:31:02
p1,52.49,39.11,7.25,68,11,44,OFF,2026-05-19 01:31:06
p2,41.27,39.62,4.44,9,81,34,ON,2026-05-19 01:31:11
p3,44.81,39.71,4,40,24,94,ON,2026-05-19 01:31:12
p3,62.48,31.46,5.72,2,32,64,OFF,2026-05-19 01:31:14
p1,71.69,27.1,6.97,56,76,77,OFF,2026-05-19 01:31:14
p3,66.69,23.32,5.85,77,83,64,ON,2026-05-19 01:31:17
p3,58.42,36.21,6.48,58,54,88,ON,2026-05-19 01:31:20
p1,53.28,32.65,4.18,61,42,11,OFF,2026-05-19 01:31:20
p2,50.55,33.76,4,50,68,63,OFF,2026-05-19 01:31:21
p2,61.89,29.32,4,91,54,91,OFF,2026-05-19 01:31:22
p3,54.96,32.93,5.08,54,74,73,OFF,2026-05-19 01:31:23
p1,80,16.59,6.11,17,60,88,ON,2026-05-19 01:31:23
p2,60.72,28.22,4,97,28,83,OFF,2026-05-19 01:31:25
p1,79.35,21.75,4.69,4,97,92,OFF,2026-05-19 01:31:30
p3,67.79,28.51,6,73,80,26,OFF,2026-05-19 01:31:32
p2,72.73,25.52,5.62,88,1,78,OFF,2026-05-19 01:31:34
p2,58.83,29.48,4,86,98,56,OFF,2026-05-19 01:31:35
p2,48.06,36.01,6.73,17,42,86,OFF,2026-05-19 01:31:51
p1,56.61,29.45,6.59,1,41,5,ON,2026-05-19 01:31:52
p1,78.82,18.79,4,15,22,20,OFF,2026-05-19 01:31:54
p2,72.22,19.31,4.06,63,23,12,OFF,2026-05-19 01:31:54
p2,79.79,19.17,4,72,82,67,OFF,2026-05-19 01:31:55
p2,61.51,18.39,4.07,77,92,78,OFF,2026-05-19 01:31:58
p1,44.83,38.25,4,89,39,4,OFF,2026-05-19 01:31:58
p3,57.58,37.49,6.96,5,58,51,ON,2026-05-19 01:31:59
p2,49.19,37.24,6.61,100,64,56,OFF,2026-05-19 01:32:01
p2,46.82,39.85,5.75,97,61,29,ON,2026-05-19 01:32:06
p3,80,17.24,4,77,9,75,OFF,2026-05-19 01:32:07
p1,69.45,19.21,4,100,49,38,OFF,2026-05-19 01:32:08
p3,69.86,17.81,6.53,36,85,11,ON,2026-05-19 01:32:09
p2,74.01,19.14,7.28,3,7,98,OFF,2026-05-19 01:32:15
p3,72.8,22.83,6.32,15,27,12,OFF,2026-05-19 01:32:16
p1,79.58,15.51,4,94,3,78,OFF,2026-05-19 01:32:17
p2,63.89,24.59,5.59,74,55,68,OFF,2026-05-19 01:32:19
p1,70.12,27.74,5.85,61,17,51,OFF,2026-05-19 01:32:19
p3,73.87,21.33,5.24,19,6,3,OFF,2026-05-19 01:32:25
p2,80,19.16,4.18,7,57,68,OFF,2026-05-19 01:32:28
p3,69.61,24.37,7.32,26,100,57,OFF,2026-05-19 01:32:28
p1,76.84,15.31,4.88,25,39,64,OFF,2026-05-19 01:32:30
p1,56.08,30.44,8.1,17,38,18,OFF,2026-05-19 01:32:33
p3,60.54,34.17,4,43,39,35,OFF,2026-05-19 01:32:36
p2,79.25,16.81,5.16,0,42,20,OFF,2026-05-19 01:32:37
p2,49.16,35.14,4.97,100,10,62,ON,2026-05-19 01:32:39
p1,75.83,27.59,4,82,16,78,OFF,2026-05-19 01:32:39
p2,61.57,27.52,4,38,48,70,OFF,2026-05-19 01:32:42
p1,65.68,33.79,4.95,70,85,63,OFF,2026-05-19 01:32:45
p3,72.41,18.71,4.25,27,44,18,OFF,2026-05-19 01:32:46
p3,75.46,18.92,4,92,47,55,OFF,2026-05-19 01:32:55
p1,80,15.12,4.95,51,34,3,OFF,2026-05-19 01:32:55
p3,80,15.99,6.39,45,99,97,OFF,2026-05-19 01:32:56
p1,42.36,39.37,6.25,88,19,78,OFF,2026-05-19 01:33:01
p2,66.92,29.61,6.94,58,44,13,OFF,2026-05-19 01:33:04
p3,73.43,16.22,5.85,23,6,43,OFF,2026-05-19 01:33:04
p1,67.15,27.26,6.48,80,36,52,ON,2026-05-19 01:33:08
p1,75.07,17.41,7.67,32,70,10,OFF,2026-05-19 01:33:08
p2,76.51,18.51,5.05,36,64,95,OFF,2026-05-19 01:33:08
p3,55.65,38.57,4,94,46,18,OFF,2026-05-19 01:33:09
p3,69.25,22.12,4,80,67,15,OFF,2026-05-19 01:33:12
p2,47.3,36.41,5.4,15,46,16,OFF,2026-05-19 01:33:13
p2,59.73,27.1,4,99,86,66,OFF,2026-05-19 01:33:14
p1,63.67,27.3,4,76,72,11,OFF,2026-05-19 01:33:14
p1,52.03,36.99,6.34,28,3,61,OFF,2026-05-19 01:33:16
p1,80,23.98,7.32,9,4,8,OFF,2026-05-19 01:33:16
p1,63.56,30.94,5.3,40,88,52,ON,2026-05-19 01:33:29
p2,80,15.32,6.32,2,64,73,OFF,2026-05-19 01:33:32
p2,50.96,37.72,7.6,80,25,12,OFF,2026-05-19 01:33:32
p1,80,19.24,6.41,85,75,16,OFF,2026-05-19 01:33:39
p3,74.08,26.3,6.11,27,21,60,OFF,2026-05-19 01:33:39
p3,76.56,20.76,4,3,14,38,OFF,2026-05-19 01:33:40
p1,60.06,34.27,6.94,66,44,98,OFF,2026-05-19 01:33:42
p3,65.32,35.72,7.01,10,59,93,OFF,2026-05-19 01:33:47
p1,72.99,19.6,7.19,40,79,38,OFF,2026-05-19 01:33:48
p3,62.32,29.17,5.59,0,5,95,OFF,2026-05-19 01:33:50
p2,77.78,23.15,7.18,95,73,5,OFF,2026-05-19 01:33:58
p3,60.03,28.7,6.53,80,64,10,OFF,2026-05-19 01:33:58
p3,76.99,22.59,4,51,73,20,OFF,2026-05-19 01:33:59
p1,66.17,28.64,6.59,79,55,43,OFF,2026-05-19 01:34:06
p2,60.43,29.95,4.43,5,64,56,OFF,2026-05-19 01:34:07
p1,65.56,20.43,6.71,19,80,100,OFF,2026-05-19 01:34:09
p1,80,16.94,4,81,21,92,OFF,2026-05-19 01:34:14
p2,67.96,28.78,6.06,60,63,67,OFF,2026-05-19 01:34:17
p3,57.95,37.42,4,34,30,41,ON,2026-05-19 01:34:25
p1,56.34,28.86,7.47,13,70,13,OFF,2026-05-19 01:34:30
p2,80,19.23,7.56,30,60,37,OFF,2026-05-19 01:34:36
p1,80,18.57,4,79,50,86,OFF,2026-05-19 01:34:41
p2,72.05,23.25,4,87,13,79,OFF,2026-05-19 01:34:45
p1,61.24,30.97,6.69,50,56,70,OFF,2026-05-19 01:34:48
p3,75.24,25.34,6.29,45,2,17,OFF,2026-05-19 01:34:59
p3,63.36,29.74,4,50,62,10,OFF,2026-05-19 01:35:00
p1,55.91,36.95,4.97,100,49,82,OFF,2026-05-19 01:35:00
p2,51.81,36.08,8.03,15,56,64,OFF,2026-05-19 01:35:02
p3,74.27,17.16,4.54,12,85,81,OFF,2026-05-19 01:35:04
p1,61.06,32.95,5.31,12,10,95,OFF,2026-05-19 01:35:06
p2,58.51,29.44,6.94,27,10,9,OFF,2026-05-19 01:35:07
p1,80,18.86,4,14,58,97,ON,2026-05-19 01:35:08
p2,74.12,19.95,6.17,41,64,66,OFF,2026-05-19 01:35:11
p1,58.26,38.74,4.15,10,86,2,OFF,2026-05-19 01:35:14
p1,77.27,23.43,6.84,17,39,94,OFF,2026-05-19 01:35:16
p1,74.51,16.33,4,96,86,16,OFF,2026-05-19 01:35:18
p1,64.4,37.57,7.42,49,1,76,OFF,2026-05-19 01:35:19
p2,66.64,27.2,4.91,36,59,20,OFF,2026-05-19 01:35:25
p1,74.05,17.87,6.17,15,50,10,OFF,2026-05-19 01:35:27
p1,58.64,29.94,5.02,57,80,30,ON,2026-05-19 01:35:34
p2,80,17.23,7.18,73,8,94,OFF,2026-05-19 01:35:38
p3,56.7,26.3,4.5,82,48,33,OFF,2026-05-19 01:35:40
p2,64.74,27.3,4.52,11,52,28,OFF,2026-05-19 01:35:40
p2,70.38,16.24,4.05,18,38,54,OFF,2026-05-19 01:35:45
p3,79.3,21.54,4,69,45,22,OFF,2026-05-19 01:35:45
p2,63.19,27.03,7.4,52,75,4,OFF,2026-05-19 01:35:46
p1,70.29,26.51,4.51,21,17,41,OFF,2026-05-19 01:35:49
p3,61.16,27.38,7.75,22,53,41,ON,2026-05-19 01:35:54
p3,56.48,32.78,5.5,20,69,56,ON,2026-05-19 01:35:55
p1,55.39,32.87,4.74,83,86,16,OFF,2026-05-19 01:35:55
p1,55.37,38.03,4,84,71,50,OFF,2026-05-19 01:35:57
p3,69.27,17.71,5.21,86,40,99,OFF,2026-05-19 01:35:57
p2,80,15.33,4.04,13,0,57,OFF,2026-05-19 01:35:58
p1,45.97,39.33,4.89,86,93,4,OFF,2026-05-19 01:35:59
p2,55.96,37.63,7.45,44,69,27,ON,2026-05-19 01:35:59
p3,49.78,33.66,6.8,41,52,83,OFF,2026-05-19 01:36:01
p2,72.05,24.36,7.23,74,36,54,OFF,2026-05-19 01:36:03
p1,61.26,36.06,6.79,31,69,29,OFF,2026-05-19 01:36:04
p1,52.25,34.45,4.78,21,90,11,ON,2026-05-19 01:36:06
p2,71.31,19.51,6.82,29,76,83,OFF,2026-05-19 01:36:08
p2,59.9,31.44,6.64,84,60,57,OFF,2026-05-19 01:36:11
p3,53.12,39.73,4.16,40,94,36,OFF,2026-05-19 01:36:13
p3,53.41,35.19,4.41,82,38,31,OFF,2026-05-19 01:36:23
p1,73.04,22,6.28,94,72,20,OFF,2026-05-19 01:36:25
p3,80,17.67,8.12,22,91,21,OFF,2026-05-19 01:36:28
p1,77.43,20.18,4,32,74,32,OFF,2026-05-19 01:36:33
p1,71.78,20.79,4,29,39,42,OFF,2026-05-19 01:36:37
p3,74.61,19.26,6.04,26,35,21,OFF,2026-05-19 01:36:39
p3,60.67,28.91,4,12,98,8,OFF,2026-05-19 01:36:39
p3,53.74,27.04,4.19,49,20,32,OFF,2026-05-19 01:36:41
p1,64.41,29.95,5.33,95,28,87,OFF,2026-05-19 01:36:41
p1,77.63,17.1,4,93,12,56,OFF,2026-05-19 01:36:49
p3,71.77,16.39,4.19,7,3,44,OFF,2026-05-19 01:36:50
p1,79.46,16.38,4.89,20,68,74,OFF,2026-05-19 01:36:52
p3,55.48,36.16,6.47,35,69,90,OFF,2026-05-19 01:36:53
p3,70.24,22.53,8.17,1,32,69,OFF,2026-05-19 01:36:53
p1,53.43,34.41,4,59,82,87,OFF,2026-05-19 01:37:00
p3,58.19,38.16,4,41,84,71,OFF,2026-05-19 01:37:01
p2,60.37,34.82,4,91,69,10,OFF,2026-05-19 01:37:09
p3,59.73,34.69,4,67,91,78,OFF,2026-05-19 01:37:10
p1,68.9,31.75,5.47,3,42,66,ON,2026-05-19 01:37:12
p3,60.73,34.37,5.94,7,22,69,OFF,2026-05-19 01:37:14
p1,57.8,28.71,4,99,35,68,OFF,2026-05-19 01:37:16
p3,72.06,19.05,7.73,14,80,41,OFF,2026-05-19 01:37:32
p3,68.97,26.11,4.8,3,47,96,OFF,2026-05-19 01:37:38
p3,80,17.02,4,22,76,20,OFF,2026-05-19 01:37:39
p2,71.45,19.53,4,13,25,54,OFF,2026-05-19 01:37:40
p2,66.32,20.23,5.21,72,36,54,ON,2026-05-19 01:37:40
p3,57.63,32.46,4.46,7,45,47,OFF,2026-05-19 01:37:41
p1,53.09,35.2,7.72,37,94,50,OFF,2026-05-19 01:37:43
p3,50.18,37.82,4,64,64,63,OFF,2026-05-19 01:37:44
p1,71.94,23.04,6.48,96,32,95,OFF,2026-05-19 01:37:45
p3,57.86,33.38,4.15,86,29,87,OFF,2026-05-19 01:37:47
p1,62.54,35.01,5.72,31,61,25,OFF,2026-05-19 01:37:55
p2,64.59,27.06,4,63,48,99,ON,2026-05-19 01:37:56
p3,71.02,29.68,7.53,24,86,57,OFF,2026-05-19 01:37:56
p2,62.19,32.38,5.12,49,47,52,OFF,2026-05-19 01:37:58
p1,63.61,23.34,4.4,98,35,65,OFF,2026-05-19 01:37:58
p2,77.16,20.92,6.64,55,87,30,OFF,2026-05-19 01:37:58
p2,43.72,37.36,6.97,88,38,72,ON,2026-05-19 01:38:10
p1,80,15.96,5.93,1,36,71,OFF,2026-05-19 01:38:11
p1,41.39,39.21,6.45,64,40,91,ON,2026-05-19 01:38:12
p3,67.24,26.95,4,30,52,46,OFF,2026-05-19 01:38:13
p3,72.27,24.19,7.17,8,53,79,OFF,2026-05-19 01:38:13
p2,51.44,38.94,4,11,86,36,OFF,2026-05-19 01:38:17
p1,61.76,31.57,5.76,56,75,11,OFF,2026-05-19 01:38:18
p2,69.35,24.98,6.66,82,24,84,OFF,2026-05-19 01:38:19
p1,80,22.22,5.56,51,79,27,OFF,2026-05-19 01:38:24
p1,59.2,33.67,4,74,80,16,OFF,2026-05-19 01:38:26
p1,70.04,24.58,5.67,26,8,2,OFF,2026-05-19 01:38:26
p2,78.39,16.49,4,18,16,63,OFF,2026-05-19 01:38:28
p1,51.73,36.41,4.36,87,77,38,OFF,2026-05-19 01:38:32
p3,66.73,17.98,7.25,8,37,77,ON,2026-05-19 01:38:38
p3,59.94,32.4,6.29,87,32,54,OFF,2026-05-19 01:38:42
p1,75.49,21.5,4,98,93,95,OFF,2026-05-19 01:38:42
p3,67.5,25.4,5.06,89,64,36,OFF,2026-05-19 01:38:48
p2,80,19.12,5.62,89,8,98,OFF,2026-05-19 01:38:54
p1,76.93,17.38,4.1,74,98,90,OFF,2026-05-19 01:38:56
p2,79.08,16.72,6.62,18,68,93,OFF,2026-05-19 01:38:59
p1,52.59,36.09,4,76,66,3,OFF,2026-05-19 01:38:59
p3,59.35,27.65,7.04,13,45,49,ON,2026-05-19 01:38:59
p1,70.51,19.5,4,80,8,21,OFF,2026-05-19 01:39:01
p2,69.3,17.99,7.76,51,92,25,OFF,2026-05-19 01:39:06
p3,67.91,26.18,4.34,27,90,41,ON,2026-05-19 01:39:07
p2,61.63,35.6,4.77,99,61,75,OFF,2026-05-19 01:39:13
p2,63.56,23.75,7.28,64,15,86,ON,2026-05-19 01:39:14
p1,43.76,36.04,4,85,19,60,OFF,2026-05-19 01:39:15
p1,59.39,34.46,5.27,41,4,12,OFF,2026-05-19 01:39:15
p2,65.72,21.75,7.35,59,59,73,OFF,2026-05-19 01:39:22
p2,75.81,22.65,5.59,69,40,68,OFF,2026-05-19 01:39:23
p2,51.36,38.31,7.77,59,1,99,OFF,2026-05-19 01:39:24
p3,49.64,37.07,4,51,96,26,OFF,2026-05-19 01:39:24
p2,76.21,16.74,6.32,26,90,10,OFF,2026-05-19 01:39:25
p1,67.39,26.52,7.36,32,46,29,OFF,2026-05-19 01:39:31
p1,68.31,28.17,7.2,13,2,31,ON,2026-05-19 01:39:31
p2,69.64,28.66,4.61,1,58,31,OFF,2026-05-19 01:39:35
p2,52.33,35.44,5.87,2,62,37,OFF,2026-05-19 01:39:36
p1,77.13,20.54,4.47,95,35,49,OFF,2026-05-19 01:39:37
p3,79.43,16.16,6.22,47,21,72,OFF,2026-05-19 01:39:39
p2,76.47,25.97,6.24,13,59,45,OFF,2026-05-19 01:39:40
p2,59.24,30,7.37,53,93,97,OFF,2026-05-19 01:39:45
p3,70.05,22.5,4,88,53,16,OFF,2026-05-19 01:39:53
p1,53.46,37.8,7.28,57,75,54,OFF,2026-05-19 01:39:56
p2,70.25,19.44,7.4,48,2,23,OFF,2026-05-19 01:39:58
p3,80,16.86,6.08,18,40,98,OFF,2026-05-19 01:39:59
p3,69.71,22.28,4,32,69,12,OFF,2026-05-19 01:40:01
p3,70.31,23.55,6.47,46,22,25,OFF,2026-05-19 01:40:02
p3,70.69,21.89,6.26,43,68,63,OFF,2026-05-19 01:40:03
p3,63.57,33.14,4,90,96,88,OFF,2026-05-19 01:40:06
p1,67.63,17.09,4.31,96,58,40,OFF,2026-05-19 01:40:15
p2,73.15,25.56,4.14,7,62,96,OFF,2026-05-19 01:40:15
p2,64.75,32.78,7.11,33,6,72,OFF,2026-05-19 01:40:17
p2,67.88,25.91,6.44,24,51,87,OFF,2026-05-19 01:40:18
p1,57.78,34.98,7.04,27,56,87,OFF,2026-05-19 01:40:20
p3,50.79,34.76,4,94,12,87,ON,2026-05-19 01:40:21
p3,61.52,26.45,5.53,18,85,19,ON,2026-05-19 01:40:24
p2,78.55,16.31,5.89,67,49,75,OFF,2026-05-19 01:40:24
p3,53.72,35.37,7.39,15,66,26,ON,2026-05-19 01:40:26
p2,67.98,28.2,5.29,37,78,70,OFF,2026-05-19 01:40:26
p2,50.27,39.74,4,31,47,28,ON,2026-05-19 01:40:32
p3,54.84,38.6,7.06,62,86,21,OFF,2026-05-19 01:40:36
p3,77.29,20.31,4,29,83,11,OFF,2026-05-19 01:40:37
p3,75.49,21.09,5.5,99,99,44,OFF,2026-05-19 01:40:43
p1,68.38,25.22,5.88,15,74,88,OFF,2026-05-19 01:40:43
p1,65.51,24.58,4,90,3,88,OFF,2026-05-19 01:40:44
p2,50.83,39.21,7.8,44,17,42,OFF,2026-05-19 01:40:45
p3,70.71,21.16,6.79,34,62,40,OFF,2026-05-19 01:40:45
p2,59.29,33.57,4,79,28,4,ON,2026-05-19 01:40:48
p2,80,19.5,7.4,38,58,64,OFF,2026-05-19 01:40:52
p1,64,30.41,7.62,45,72,41,ON,2026-05-19 01:40:54
p1,61.56,32.77,7.04,86,75,37,ON,2026-05-19 01:40:56
p3,61.7,32.11,4.64,77,57,25,OFF,2026-05-19 01:40:56
p2,72.98,26.08,4.13,57,22,78,OFF,2026-05-19 01:40:58
p2,57.22,30.37,4.48,72,73,62,OFF,2026-05-19 01:41:02
p3,69.4,25.39,7.24,37,50,77,OFF,2026-05-19 01:41:04
p3,57.61,27.39,4,87,93,99,OFF,2026-05-19 01:41:05
p2,68.67,23.55,4.75,76,93,90,OFF,2026-05-19 01:41:06
p3,39.63,39.99,4.11,85,2,1,OFF,2026-05-19 01:41:07
p2,70.85,15.67,4.84,92,69,33,OFF,2026-05-19 01:41:08
p3,76.69,21.12,6.23,63,84,77,OFF,2026-05-19 01:41:11
p3,53.1,37.99,5.67,71,65,62,ON,2026-05-19 01:41:15
p3,80,15.61,5.93,27,95,68,OFF,2026-05-19 01:41:17
p2,61.13,28.1,5.55,49,13,67,OFF,2026-05-19 01:41:21
p2,58.83,35.4,4.3,67,3,49,OFF,2026-05-19 01:41:23
p3,80,15.01,5.26,68,66,0,OFF,2026-05-19 01:41:25
p3,61.2,27.95,6.6,76,7,49,OFF,2026-05-19 01:41:32
p1,70.44,30.38,4.56,8,31,50,OFF,2026-05-19 01:41:34
p1,61.92,36.49,4,49,24,42,OFF,2026-05-19 01:41:37
p3,66.48,26.05,4.17,91,6,19,OFF,2026-05-19 01:41:38
p1,64.55,27.97,4,85,91,36,OFF,2026-05-19 01:41:40
p1,62.79,39.67,6.82,7,89,12,OFF,2026-05-19 01:41:40
p1,79.02,18.55,5.76,56,50,30,OFF,2026-05-19 01:41:41
p3,69.55,23.76,5.64,23,6,20,OFF,2026-05-19 01:41:45
p1,72.98,23.2,4,70,78,3,OFF,2026-05-19 01:41:50
